tweet,sentiment,clean_text,label_id
Plz hada yeb2a yna2ila tyeba la @nadine njeim...mch masmou7 #MBCTheVoice #MBCTheVoice,Negative,plz hada yebءa ynaءila tyeba la njeim mch masmouح,0
@sami1jawad ma law btetfadal 3alyna w btehjouz w bteje b hal shaher bkoun shi ktir helo!! ,Negative,ma law btetfadal عalyna w btehjouz w bteje b hal shaher bkoun shi ktir helo,0
@kamilKfoury yeah yom ktir helo bukra :p ,Negative,yeah yom ktir helo bukra p,0
Man2oushe jebne be 100000LL #HelloHyperinflation #HelloHyperinflation,Negative,manءoushe jebne be 100000ll,0
eemlin hal2et influencers l thawra w ma aazamoune b sifate akbar nekatjiye bel thawra? aayb w shame ,Negative,eemlin halءet influencers l thawra w ma aazamoune b sifate akbar nekatjiye bel thawra aayb w shame,0
Ktir helo ! Sar fi shooting Monday kamen ! #ilooklikeazombie #needtosleep #ilooklikeazombie #needtosleep,Negative,ktir helo sar fi shooting monday kamen,0
@justaline1 @lama00lamlam ana li bya3emlouleh unfollow bkoun hekeh ma3oun w bhebboun w henneh kamen bas duno chou bi serloun byofosmo,Negative,ana li byaعemlouleh unfollow bkoun hekeh maعoun w bhebboun w henneh kamen bas duno chou bi serloun byofosmo,0
Ma bsaddi2 eno rehet 3a mc donalds w aloule ma ba2a 3endon akel;/,Negative,ma bsaddiء eno rehet عa mc donalds w aloule ma baءa عendon akel,0
@FaridaZeinaty Faridaaa:( ente bta3rfe chou bene:/ haha:p ,Negative,faridaaa ente btaعrfe chou bene haha p,0
Sociologic w physic w maths w helo hal sabah :) ,Negative,sociologic w physic w maths w helo hal sabah,0
@TarekTamo eh ana chwei nezlet dame3te kamen ,Negative,eh ana chwei nezlet dameعte kamen,0
Eno le wazir al 3amal mabya3mil metel wazir al tarbeye !!?? Badna n3atil na7na kamen :( #storm #beirut #storm #beirut,Negative,eno le wazir al عamal mabyaعmil metel wazir al tarbeye badna nعatil naحna kamen,0
Tkheyalo se3ten w nos men beirut la sour ,Negative,tkheyalo seعten w nos men beirut la sour,0
sara5et ,Negative,saraخet,0
Chou khass tozz bmarhaba? ,Negative,chou khass tozz bmarhaba,0
Hahaha U should See Me 😂 Ka2abetttttttt ,Negative,hahaha u should see me kaءabetttttttt,0
hayda eli byefhamo fi lal asaf! ,Negative,hayda eli byefhamo fi lal asaf,0
Ma assart ma mbayne aslan chou hiye ,Negative,ma assart ma mbayne aslan chou hiye,0
@faditarabay88 @sarah09998 @LBFJPA @wef @Gebran_Bassil La abadan bas t7alafna ma3 hizb alla w fawatnahon bil7okomeh layser el General ra’ees... 3an jad ino sho el mshkleh?,Negative,la abadan bas tحalafna maع hizb alla w fawatnahon bilحokomeh layser el general ra ees عan jad ino sho el mshkleh,0
Nahna aalam w hene aalam bro? ,Negative,nahna aalam w hene aalam bro,0
bara lebnen ya kalb ento 5hayneen ,Negative,bara lebnen ya kalb ento خhayneen,0
May 3ishuwa ktir madrid fans 2ino hine ze3lenin w maba3rf shu la2an fal di maria. bas utd fans elon ha2 la2an ronaldo is the worlds best,Negative,may عishuwa ktir madrid fans ءino hine zeعlenin w mabaعrf shu laءan fal di maria bas utd fans elon haء laءan ronaldo is the worlds best,0
Deghre iza ken shi3e sar mentisib lal hezeb? Waw shu badkon fat khebez ba3ed..,Negative,deghre iza ken shiعe sar mentisib lal hezeb waw shu badkon fat khebez baعed,0
@NoourNk chakhes bighaneh sawto helo elo fatra bighaneh w heik bass 3a chou bet2alho lness w ouw3a tehko 3anna w yay w yi ,Negative,chakhes bighaneh sawto helo elo fatra bighaneh w heik bass عa chou betءalho lness w ouwعa tehko عanna w yay w yi,0
La abdon not his job to steal people’s properties and make it his not even for the government. W ana sarah bebke bas emshe b shawere3 beirut. He completely changed the city’s identity and history. Hay ba3ed ma fetna b meliyit el dawle li nahaba. Alla yghane2lo. ,Negative,la abdon not his job to steal people s properties and make it his not even for the government w ana sarah bebke bas emshe b shawereع beirut he completely changed the city s identity and history hay baعed ma fetna b meliyit el dawle li nahaba alla yghaneءlo,0
Ana fhmen wejhtet nazarak...bas into from your point of view ma fhmenen ino n7na ma mnosa2 la bel 7ariri wala ghayro jarabnehon ktir w kil mara feshlo kilon y3ni kilon...Meshklitna msh bas mshklet mataleb..mshkletna meshklet the2a w la7 ndal n7arebon w 3lyna w 3ala 23de2na... ,Negative,ana fhmen wejhtet nazarak bas into from your point of view ma fhmenen ino nحna ma mnosaء la bel حariri wala ghayro jarabnehon ktir w kil mara feshlo kilon yعni kilon meshklitna msh bas mshklet mataleb mshkletna meshklet theءa w laح ndal nحarebon w عlyna w عala ءعdeءna,0
"#MTV ba3ed fi di3ayet ""ktir ktir ktir binaddif perlex"" ma 3edtouwa mit marra ..:) #MTVFailedAgain #MTV #MTVFailedAgain",Negative,baعed fi diعayet ktir ktir ktir binaddif perlex ma عedtouwa mit marra,0
@AliJMansour @HaifaWehbe trikou y3aweh la 7alo ana ma 7a 2ora chu 2al hayda lwateh ra7it 3lei ra7 ymout min ghirto mn naje7at haifa !,Negative,trikou yعaweh la حalo ana ma حa ءora chu ءal hayda lwateh raحit عlei raح ymout min ghirto mn najeحat haifa,0
@wakanou_ Bass la ma3loumetik ma kenet 3am defi3 3al benet literally ma ba3refa bass kenet 3am 7awil wassilik fekrit enno el diaspora lezim ysedo ni3on iza 3andon shi y2oulo dod el thawra bass heik,Negative,bass la maعloumetik ma kenet عam defiع عal benet literally ma baعrefa bass kenet عam حawil wassilik fekrit enno el diaspora lezim ysedo niعon iza عandon shi yءoulo dod el thawra bass heik,0
Nshalla te7teri2 ,Negative,nshalla teحteriء,0
Chatrin tehko bl wirate bs ya sadi2e ra2is lhezeb bl kataeb byetsawat. Cheikh samy elo 25 sene bl kataeb w toli3 chwe chwe. Heyda hezeb t3azab ktir nhat bl freezer mnel 90 lal 2005 reji3 kamen nhat bl freezer la halla2. Eja jil jdid 3am yehke la masla7etna w ento jeyin t3etbo. ,Negative,chatrin tehko bl wirate bs ya sadiءe raءis lhezeb bl kataeb byetsawat cheikh samy elo 25 sene bl kataeb w toliع chwe chwe heyda hezeb tعazab ktir nhat bl freezer mnel 90 lal 2005 rejiع kamen nhat bl freezer la hallaء eja jil jdid عam yehke la maslaحetna w ento jeyin tعetbo,0
@RayaneHakki chou nawarrr,Negative,chou nawarrr,0
@MishoRicha @NadimBayeh_ chou khas? ben iran w saudi iran is LESS WORTH tnaynetoun adrab men ba3ed w alla yeb3edoun 3anna. ,Negative,chou khas ben iran w saudi iran is less worth tnaynetoun adrab men baعed w alla yebعedoun عanna,0
Mouto kelkon,Negative,mouto kelkon,0
@AliKaraki91 ta tchouf adde mech taye2on lal engliz chouf chou 7eke 3anon ba3ed el game,Negative,ta tchouf adde mech tayeءon lal engliz chouf chou حeke عanon baعed el game,0
bro l o*wet baadon mfakrin l thawra elon😩😩😩ndabbo kelkon yaane kelkon,Negative,bro l o wet baadon mfakrin l thawra elon ndabbo kelkon yaane kelkon,0
bro l o*wet baadon mfakrin l thawra elon😩😩😩ndabbo kelkon yaane kelkon,Negative,bro l o wet baadon mfakrin l thawra elon ndabbo kelkon yaane kelkon,0
@joemaalouftv please am bsma3 men ktir nes eno khayfenin ma yenzalo a ashghalon ta ma ya3mloulon shi. specially l shariket wel eshya l teb3a la randa berre! ,Negative,please am bsmaع men ktir nes eno khayfenin ma yenzalo a ashghalon ta ma yaعmloulon shi specially l shariket wel eshya l tebعa la randa berre,0
Emme bedda tfajjer l bmw wel golf la2ano elman...khedelkon ba2a,Negative,emme bedda tfajjer l bmw wel golf laءano elman khedelkon baءa,0
"Beit wared sakar wa 7ayefta7o ma7alo turkish restaurant ""mehmet"" metl nusret so prepare yourself lal jala2an ba3d km shahr🙃🙃 ",Negative,beit wared sakar wa حayeftaحo maحalo turkish restaurant mehmet metl nusret so prepare yourself lal jalaءan baعd km shahr,0
Fi ktir wazawiz bel hamra ...,Negative,fi ktir wazawiz bel hamra,0
Halla2 toli3 bayye msaffar neswen 3al khalij?? lesh shou elo 3ale2a bel khalij? w ma zelik hal add bte7te2ri w ma bet 7ebbe nasso lesh kente tdallik mlazz2a bel maktab bi tyebik w manzarik el mou7taram natra yotla3lik 7ayalla dor? ste7e 3a dammik w 3a kabertik! ,Negative,hallaء toliع bayye msaffar neswen عal khalij lesh shou elo عaleءa bel khalij w ma zelik hal add bteحteءri w ma bet حebbe nasso lesh kente tdallik mlazzءa bel maktab bi tyebik w manzarik el mouحtaram natra yotlaعlik حayalla dor steحe عa dammik w عa kabertik,0
@GODjr_beirut meen al eno aslan 3am dawer 3a hadan mn h! jenes adam?!,Negative,meen al eno aslan عam dawer عa hadan mn h jenes adam,0
@ayafares @TheseDamnQuote chou b fahmik ente aslan. Ktir sa3be hay,Negative,chou b fahmik ente aslan ktir saعbe hay,0
Madroub Hayda ! Shaklo nese Ino eja Min rahem lady ! ,Negative,madroub hayda shaklo nese ino eja min rahem lady,0
@AhmadSharara bas 7asse twitter 7ay2oum 3layye :p ktir majlou2in fiyun enno ma khalas kello a team..,Negative,bas حasse twitter حayءoum عlayye p ktir majlouءin fiyun enno ma khalas kello a team,0
Hayda twitter mich site porno habibe ok? Bs balke ma kente 3erfa eno kermelik ya3ne,Negative,hayda twitter mich site porno habibe ok bs balke ma kente عerfa eno kermelik yaعne,0
@FadwaRifai 100%.. Ktir sayir fi falaten w kello 3l hayin w yalla shou ma ken !,Negative,100 ktir sayir fi falaten w kello عl hayin w yalla shou ma ken,0
@G_Rizkallah be charafak chou khass naffis,Negative,be charafak chou khass naffis,0
Bonjour 30 alef 95 w bala ma totala3 3a fkhade merci,Negative,bonjour 30 alef 95 w bala ma totalaع عa fkhade merci,0
@GaelleAbiC chou bet hebbe halik,Negative,chou bet hebbe halik,0
Ktir zaha2 w ktir shob.,Negative,ktir zahaء w ktir shob,0
I really feel like crying...jeboule chafra la chatteb w hek,Negative,i really feel like crying jeboule chafra la chatteb w hek,0
donald trump? donald duck b zyede aa raebtak w ktir kamen,Negative,donald trump donald duck b zyede aa raebtak w ktir kamen,0
@LamaGhaddar05 ma ktir tsad2e jaridet. Lakhbar,Negative,ma ktir tsadءe jaridet lakhbar,0
@MouhamadNahle lol ktir hek habal walaw,Negative,lol ktir hek habal walaw,0
@marwan_fd @Khalilsaad7 Se3den temo ad mgharit Jeita w mankhouro mtl kwe3 arayya ,Negative,seعden temo ad mgharit jeita w mankhouro mtl kweع arayya,0
@AliJMansour @BoshraTweets mafi majel lal mu2araneh haydak dress bikel me3na lkelmeh hayda charchaf ma3 berdeye lezim tnedeh bayadat lal be3 ,Negative,mafi majel lal muءaraneh haydak dress bikel meعna lkelmeh hayda charchaf maع berdeye lezim tnedeh bayadat lal beع,0
KarlSarkis lezim yet3alam l2e7tiram w le3eb bi rou7 riadye 3ayb 3anjad ktir ... Mesh heik byel3abo basket #ShameðŸ‘Ž @LBCISports @ghayathdibra #Shame,Negative,karlsarkis lezim yetعalam lءeحtiram w leعeb bi rouح riadye عayb عanjad ktir mesh heik byelعabo basket ž,0
7asis 3youn nancy ajram ra7 yekhtefo ðŸ˜ ,Negative,حasis عyoun nancy ajram raح yekhtefo ðÿ,0
Hayda fehmen el snapchat ghalatðŸ˜.,Negative,hayda fehmen el snapchat ghalatðÿ,0
@AlineTanoury mmmmm chou belik fadeh ekhir hal leillll belik bi dalida w ziad w eza habbo ba3doun tarako ba3doun lollll chou hal adar ,Negative,mmmmm chou belik fadeh ekhir hal leillll belik bi dalida w ziad w eza habbo baعdoun tarako baعdoun lollll chou hal adar,0
Chou hatta khasseh 3a rasa,Negative,chou hatta khasseh عa rasa,0
@Samaar_hw @RalphSlt hayda huwe zeto bi 7adis lbalad bss bija33ir aktar,Negative,hayda huwe zeto bi حadis lbalad bss bijaععir aktar,0
@Marwan_BFD @dankarz @MhamadDankar @AdhamArslan eza hada sa2al 3an lshabe kilo busy bl whatsapp ,Negative,eza hada saءal عan lshabe kilo busy bl whatsapp,0
@AmaniEzzeddine laaaa hayda esmo jahal:P,Negative,laaaa hayda esmo jahal p,0
I m in love with the Coco Chou ma elak ta3me bel hayet anta,Negative,i m in love with the coco chou ma elak taعme bel hayet anta,0
@cherif_allam hottellak chi soura m3atmeh aktar,Negative,hottellak chi soura mعatmeh aktar,0
@rodolphbourgi hahahhahha hayde ktir bte7keðŸ˜‚ðŸ˜‚,Negative,hahahhahha hayde ktir bteحkeðÿ ðÿ,0
Ktir habile ente ,Negative,ktir habile ente,0
Shaklo metel balotelli hayda hahaha,Negative,shaklo metel balotelli hayda hahaha,0
Hayda mehen ya habibte,Negative,hayda mehen ya habibte,0
@Douniakatibi eh ktir bahdaleeeeee,Negative,eh ktir bahdaleeeeee,0
@_Nikkiie_ w er :p,Negative,w er p,0
Wliii hayda twitter msh insta,Negative,wliii hayda twitter msh insta,0
@AsmarMaria 3anjed eno ana aw2at lama chufik 3am tdakhne b sir ma3e bonner! Min hal ahbal hayda li ma bye2ta3 wala b2ay tari2a,Negative,عanjed eno ana awءat lama chufik عam tdakhne b sir maعe bonner min hal ahbal hayda li ma byeءtaع wala bءay tariءa,0
Chou ossit #mentos w tde3wos ejren w ri7it ni3o. Enno ma fi afkar de3ayet a7san? #mentos,Negative,chou ossit w tdeعwos ejren w riحit niعo enno ma fi afkar deعayet aحsan,0
Ma 3am befham ma ken lwade3 mni7 chou li fawa3o heikkk,Negative,ma عam befham ma ken lwadeع mniح chou li fawaعo heikkk,0
@Riita8 @andrea_lian helo 3ane :p ,Negative,helo عane p,0
Ansar w liverpool 3laye ktir hal2ad ,Negative,ansar w liverpool عlaye ktir halءad,0
@sanatarabay hahahahah chou bakrah bass ysir heik 2achya,Negative,hahahahah chou bakrah bass ysir heik ءachya,0
Ya la2eeemee ,Negative,ya laءeeemee,0
MABEDDI EDROSS BADI THAWRA ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜« ,Negative,mabeddi edross badi thawra ðÿ ðÿ ðÿ ðÿ,0
@S_Assi 2reft l akel ya zalame ad ma akalt lyom,Negative,ءreft l akel ya zalame ad ma akalt lyom,0
@fakihn allah la ywafe2on kif 3am bi2atloulna l jech lebneni aslan eza keno sena aw chi3a aw ... chou manon 3alam w 3endon ahel,Negative,allah la ywafeءon kif عam biءatloulna l jech lebneni aslan eza keno sena aw chiعa aw chou manon عalam w عendon ahel,0
Hayda minou le3ib haydi temssil thanx brazilðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,Negative,hayda minou leعib haydi temssil thanx brazilðÿ žðÿ žðÿ žðÿ žðÿ žðÿ žðÿ ž,0
Btw l goalkeeper ktir feshil ma byet7arrak 3nj afshal fari2,Negative,btw l goalkeeper ktir feshil ma byetحarrak عnj afshal fariء,0
Ma2oule ba3dna bala houkoume 3an jad chou ktir so3be,Negative,maءoule baعdna bala houkoume عan jad chou ktir soعbe,0
Ya reit ya isteiz sabah mazeil bihimak baladak we zi3lein 3a wleid baladak trakiz chouway ktir 3ala moumasilin baladak...ma tiz3al minni hadortak m2asar ktir ma3 el chabeib bi libnein...libnein mich bas baneit hilwi ta tou2af 7ad moumasil souri... ,Negative,ya reit ya isteiz sabah mazeil bihimak baladak we ziعlein عa wleid baladak trakiz chouway ktir عala moumasilin baladak ma tizعal minni hadortak mءasar ktir maع el chabeib bi libnein libnein mich bas baneit hilwi ta touءaf حad moumasil souri,0
@deliciadagher @halastyles ou3a 7ada y7kele chou l2ossa :&lt; ,Negative,ouعa حada yحkele chou lءossa lt,0
